styrk08_4_code;styrk08_04_name;styrk08_3_code;styrk08_3_name;styrk08_2_code;styrk08_2_name;styrk08_1_code;styrk08_1_ name;;;;;
7126;Rørleggere og VVS-montører;712;Bygningstekniske arbeidere;71;Byggearbeidere;7;Håndverkere;;;;;
7127;Kuldemontører mv.;712;Bygningstekniske arbeidere;71;Byggearbeidere;7;Håndverkere;;;;;
7131;Malere og byggtapetserere;713;Malere, overflatebehandlere, feiere mv.;71;Byggearbeidere;7;Håndverkere;;;;;
7132;Overflatebehandlere og lakkerere;713;Malere, overflatebehandlere, feiere mv.;71;Byggearbeidere;7;Håndverkere;;;;;
7133;Feiere, fasaderenholdere mv.;713;Malere, overflatebehandlere, feiere mv.;71;Byggearbeidere;7;Håndverkere;;;;;
7211;Støpere;721;Støpere, sveisere, platearbeidere mv.;72;Metall- og maskinarbeidere;7;Håndverkere;;;;;
7212;Sveisere;721;Støpere, sveisere, platearbeidere mv.;72;Metall- og maskinarbeidere;7;Håndverkere;;;;;
7213;Kopper- og blikkenslagere;721;Støpere, sveisere, platearbeidere mv.;72;Metall- og maskinarbeidere;7;Håndverkere;;;;;
7214;Platearbeidere;721;Støpere, sveisere, platearbeidere mv.;72;Metall- og maskinarbeidere;7;Håndverkere;;;;;
7215;Riggere og spleisere;721;Støpere, sveisere, platearbeidere mv.;72;Metall- og maskinarbeidere;7;Håndverkere;;;;;
7221;Smeder;722;Smeder, verktøymakere mv.;72;Metall- og maskinarbeidere;7;Håndverkere;;;;;
7222;Verktøymaker, låsesmeder mv.;722;Smeder, verktøymakere mv.;72;Metall- og maskinarbeidere;7;Håndverkere;;;;;
7223;Metalldreiere mv.;722;Smeder, verktøymakere mv.;72;Metall- og maskinarbeidere;7;Håndverkere;;;;;
7224;Metallslipere;722;Smeder, verktøymakere mv.;72;Metall- og maskinarbeidere;7;Håndverkere;;;;;
7231;Bilmekanikere;723;Mekanikere og reparatører;72;Metall- og maskinarbeidere;7;Håndverkere;;;;;
7232;Mekanikere innen flytekniske fag;723;Mekanikere og reparatører;72;Metall- og maskinarbeidere;7;Håndverkere;;;;;
7233;Anleggsmaskin- og industrimekanikere;723;Mekanikere og reparatører;72;Metall- og maskinarbeidere;7;Håndverkere;;;;;
7234;Sykkelreparatører mv.;723;Mekanikere og reparatører;72;Metall- og maskinarbeidere;7;Håndverkere;;;;;
7311;Presisjonsinstrumentmakere og -reparatører;731;Presisjonsarbeidere og kunsthåndverkere;73;Presisjonsarbeidere, kunsthåndverkere, grafiske arbeidere mv.;7;Håndverkere;;;;;
7312;Musikkinstrumentmakere og -stemmere;731;Presisjonsarbeidere og kunsthåndverkere;73;Presisjonsarbeidere, kunsthåndverkere, grafiske arbeidere mv.;7;Håndverkere;;;;;
7313;Gull- og sølvsmeder, gravører mv.;731;Presisjonsarbeidere og kunsthåndverkere;73;Presisjonsarbeidere, kunsthåndverkere, grafiske arbeidere mv.;7;Håndverkere;;;;;
7314;Keramikere mv.;731;Presisjonsarbeidere og kunsthåndverkere;73;Presisjonsarbeidere, kunsthåndverkere, grafiske arbeidere mv.;7;Håndverkere;;;;;
7315;Glasshåndverkere;731;Presisjonsarbeidere og kunsthåndverkere;73;Presisjonsarbeidere, kunsthåndverkere, grafiske arbeidere mv.;7;Håndverkere;;;;;
7316;Dekormalere mv.;731;Presisjonsarbeidere og kunsthåndverkere;73;Presisjonsarbeidere, kunsthåndverkere, grafiske arbeidere mv.;7;Håndverkere;;;;;
7317;Kunsthåndverkere i tre mv.;731;Presisjonsarbeidere og kunsthåndverkere;73;Presisjonsarbeidere, kunsthåndverkere, grafiske arbeidere mv.;7;Håndverkere;;;;;
7318;Vevere, strikkere mv. (innen husflidsproduksjon);731;Presisjonsarbeidere og kunsthåndverkere;73;Presisjonsarbeidere, kunsthåndverkere, grafiske arbeidere mv.;7;Håndverkere;;;;;
7319;Andre kunsthåndverkere;731;Presisjonsarbeidere og kunsthåndverkere;73;Presisjonsarbeidere, kunsthåndverkere, grafiske arbeidere mv.;7;Håndverkere;;;;;
7321;Førtrykkere;732;Grafiske arbeidere;73;Presisjonsarbeidere, kunsthåndverkere, grafiske arbeidere mv.;7;Håndverkere;;;;;
7322;Trykkere;732;Grafiske arbeidere;73;Presisjonsarbeidere, kunsthåndverkere, grafiske arbeidere mv.;7;Håndverkere;;;;;
7323;Innbindere mv.;732;Grafiske arbeidere;73;Presisjonsarbeidere, kunsthåndverkere, grafiske arbeidere mv.;7;Håndverkere;;;;;
7411;Elektrikere;741;Elektrikere mv.;74;Elektrikere, elektronikere mv.;7;Håndverkere;;;;;
7412;Automatikere;741;Elektrikere mv.;74;Elektrikere, elektronikere mv.;7;Håndverkere;;;;;
7413;Energimontører;741;Elektrikere mv.;74;Elektrikere, elektronikere mv.;7;Håndverkere;;;;;
7421;Serviceelektronikere;742;Serviceelektronikere og tele- og IKT-installatører mv.;74;Elektrikere, elektronikere mv.;7;Håndverkere;;;;;
7422;Tele- og IKT-installatører;742;Serviceelektronikere og tele- og IKT-installatører mv.;74;Elektrikere, elektronikere mv.;7;Håndverkere;;;;;
7511;Slaktere, fiskehandlere mv.;751;Slaktere, fiskehandlere, konditorer mv.;75;Andre håndverkspregede yrker;7;Håndverkere;;;;;
7512;Bakere, konditorer mv.;751;Slaktere, fiskehandlere, konditorer mv.;75;Andre håndverkspregede yrker;7;Håndverkere;;;;;
7513;Ystere mv. (gårdsproduksjon);751;Slaktere, fiskehandlere, konditorer mv.;75;Andre håndverkspregede yrker;7;Håndverkere;;;;;
7514;Saftere, syltere mv. (gårdsproduksjon);751;Slaktere, fiskehandlere, konditorer mv.;75;Andre håndverkspregede yrker;7;Håndverkere;;;;;
7515;Prøvesmakere og kvalitetsbedømmere av mat og drikke;751;Slaktere, fiskehandlere, konditorer mv.;75;Andre håndverkspregede yrker;7;Håndverkere;;;;;
7522;Møbelsnekkere;752;Møbelsnekkere;75;Andre håndverkspregede yrker;7;Håndverkere;;;;;
7531;Skreddere, buntmakere mv.;753;Skreddere, møbeltapetserere mv.;75;Andre håndverkspregede yrker;7;Håndverkere;;;;;
7532;Gradører;753;Skreddere, møbeltapetserere mv.;75;Andre håndverkspregede yrker;7;Håndverkere;;;;;
7534;Møbeltapetserere mv.;753;Skreddere, møbeltapetserere mv.;75;Andre håndverkspregede yrker;7;Håndverkere;;;;;
7535;Skinnberedere og garvere;753;Skreddere, møbeltapetserere mv.;75;Andre håndverkspregede yrker;7;Håndverkere;;;;;
7536;Skomakere;753;Skreddere, møbeltapetserere mv.;75;Andre håndverkspregede yrker;7;Håndverkere;;;;;
7541;Yrkesdykkere;754;Yrkesdykkere, skytebaser mv.;75;Andre håndverkspregede yrker;7;Håndverkere;;;;;
7542;Skytebaser og sprengningsarbeidere;754;Yrkesdykkere, skytebaser mv.;75;Andre håndverkspregede yrker;7;Håndverkere;;;;;
7543;Produkttestere (ikke matprodukter);754;Yrkesdykkere, skytebaser mv.;75;Andre håndverkspregede yrker;7;Håndverkere;;;;;
7544;Desinfeksjonsarbeidere og skadedyrbekjempere;754;Yrkesdykkere, skytebaser mv.;75;Andre håndverkspregede yrker;7;Håndverkere;;;;;
7549;Andre håndverkere;754;Yrkesdykkere, skytebaser mv.;75;Andre håndverkspregede yrker;7;Håndverkere;;;;;
8111;Bergfagarbeidere;811;Operatører innen borefag mv.;81;Prosess- og maskinoperatører;8;Prosess- og maskinoperatører, transportarbeidere mv.;;;;;
8112;Prosessoperatører (oppredning);811;Operatører innen borefag mv.;81;Prosess- og maskinoperatører;8;Prosess- og maskinoperatører, transportarbeidere mv.;;;;;
8113;Operatører innen boring mv.;811;Operatører innen borefag mv.;81;Prosess- og maskinoperatører;8;Prosess- og maskinoperatører, transportarbeidere mv.;;;;;
8114;Operatører innen produksjon av betong mv.;811;Operatører innen borefag mv.;81;Prosess- og maskinoperatører;8;Prosess- og maskinoperatører, transportarbeidere mv.;;;;;
8121;Operatører innen metallurgiske prosessfag;812;Operatører metallproduksjon;81;Prosess- og maskinoperatører;8;Prosess- og maskinoperatører, transportarbeidere mv.;;;;;
8122;Operatører innen metallflatebehandling;812;Operatører metallproduksjon;81;Prosess- og maskinoperatører;8;Prosess- og maskinoperatører, transportarbeidere mv.;;;;;
8131;Operatører innen kjemisk industri;813;Operatører innen produksjon av kjemiske produkter;81;Prosess- og maskinoperatører;8;Prosess- og maskinoperatører, transportarbeidere mv.;;;;;
8132;Operatører innen produksjon av fotofilm og -papir mv.;813;Operatører innen produksjon av kjemiske produkter;81;Prosess- og maskinoperatører;8;Prosess- og maskinoperatører, transportarbeidere mv.;;;;;
8141;Operatører innen produksjon av gummiprodukter;814;Operatører innen gummi, plast og papirproduksjon;81;Prosess- og maskinoperatører;8;Prosess- og maskinoperatører, transportarbeidere mv.;;;;;
8142;Operatører innen plastprodukter;814;Operatører innen gummi, plast og papirproduksjon;81;Prosess- og maskinoperatører;8;Prosess- og maskinoperatører, transportarbeidere mv.;;;;;
8143;Operatører innen papirprodukter;814;Operatører innen gummi, plast og papirproduksjon;81;Prosess- og maskinoperatører;8;Prosess- og maskinoperatører, transportarbeidere mv.;;;;;
8151;Spinne- og nøstemaskinoperatører;815;Operatører innen bearbeiding og produksjon av tekstiler, pels, skinn og lær;81;Prosess- og maskinoperatører;8;Prosess- og maskinoperatører, transportarbeidere mv.;;;;;
8152;Operatører innen tekstilproduksjon mv.;815;Operatører innen bearbeiding og produksjon av tekstiler, pels, skinn og lær;81;Prosess- og maskinoperatører;8;Prosess- og maskinoperatører, transportarbeidere mv.;;;;;
8153;Industrisyere;815;Operatører innen bearbeiding og produksjon av tekstiler, pels, skinn og lær;81;Prosess- og maskinoperatører;8;Prosess- og maskinoperatører, transportarbeidere mv.;;;;;
8154;Operatører innen tekstilbearbeiding;815;Operatører innen bearbeiding og produksjon av tekstiler, pels, skinn og lær;81;Prosess- og maskinoperatører;8;Prosess- og maskinoperatører, transportarbeidere mv.;;;;;
8155;Operatører innen pels, skinn- og lærbearbeiding;815;Operatører innen bearbeiding og produksjon av tekstiler, pels, skinn og lær;81;Prosess- og maskinoperatører;8;Prosess- og maskinoperatører, transportarbeidere mv.;;;;;
8156;Operatører innen skinn og lærprodukter;815;Operatører innen bearbeiding og produksjon av tekstiler, pels, skinn og lær;81;Prosess- og maskinoperatører;8;Prosess- og maskinoperatører, transportarbeidere mv.;;;;;
8157;Renseri- og vaskerimaskinoperatører;815;Operatører innen bearbeiding og produksjon av tekstiler, pels, skinn og lær;81;Prosess- og maskinoperatører;8;Prosess- og maskinoperatører, transportarbeidere mv.;;;;;
8159;Andre operatører innen produksjon av tekstiler, pels, skinn og lær;815;Operatører innen bearbeiding og produksjon av tekstiler, pels, skinn og lær;81;Prosess- og maskinoperatører;8;Prosess- og maskinoperatører, transportarbeidere mv.;;;;;
8160;Operatører innen næringsmiddelproduksjon;816;Operatører innen næringsmiddelproduksjon;81;Prosess- og maskinoperatører;8;Prosess- og maskinoperatører, transportarbeidere mv.;;;;;
8171;Operatører innen treforedling;817;Operatører innen treforedling og trelast;81;Prosess- og maskinoperatører;8;Prosess- og maskinoperatører, transportarbeidere mv.;;;;;
8172;Operatører innen trelastproduksjon;817;Operatører innen treforedling og trelast;81;Prosess- og maskinoperatører;8;Prosess- og maskinoperatører, transportarbeidere mv.;;;;;
8181;Operatører innen glass- og keramisk produksjon;818;Operatører av andre stasjonære maskiner;81;Prosess- og maskinoperatører;8;Prosess- og maskinoperatører, transportarbeidere mv.;;;;;
8182;Fyrkjele- og turbinoperatører;818;Operatører av andre stasjonære maskiner;81;Prosess- og maskinoperatører;8;Prosess- og maskinoperatører, transportarbeidere mv.;;;;;
8183;Pakke-, tappe- og etikettmaskinoperatører;818;Operatører av andre stasjonære maskiner;81;Prosess- og maskinoperatører;8;Prosess- og maskinoperatører, transportarbeidere mv.;;;;;
8189;Andre stasjonære maskinoperatører;818;Operatører av andre stasjonære maskiner;81;Prosess- og maskinoperatører;8;Prosess- og maskinoperatører, transportarbeidere mv.;;;;;
8211;Montører av mekaniske produkter;821;Montører;82;Montører;8;Prosess- og maskinoperatører, transportarbeidere mv.;;;;;
8212;Montører av elektriske og elektroniske produkter;821;Montører;82;Montører;8;Prosess- og maskinoperatører, transportarbeidere mv.;;;;;
8219;Andre montører;821;Montører;82;Montører;8;Prosess- og maskinoperatører, transportarbeidere mv.;;;;;
8311;Lokomotiv og T-baneførere;831;Lokomotiv og T-baneførere mv.;83;Transportarbeidere og operatører av mobile maskiner mv.;8;Prosess- og maskinoperatører, transportarbeidere mv.;;;;;
8312;Skiftekonduktører mv;831;Lokomotiv og T-baneførere mv.;83;Transportarbeidere og operatører av mobile maskiner mv.;8;Prosess- og maskinoperatører, transportarbeidere mv.;;;;;
8322;Bil-, drosje- og varebilførere;832;Bil-, drosje- og varebilførere;83;Transportarbeidere og operatører av mobile maskiner mv.;8;Prosess- og maskinoperatører, transportarbeidere mv.;;;;;
8331;Bussjåfører og trikkeførere;833;Lastebil-, buss- og trikkeførere;83;Transportarbeidere og operatører av mobile maskiner mv.;8;Prosess- og maskinoperatører, transportarbeidere mv.;;;;;
8332;Lastebil- og trailersjåfører;833;Lastebil-, buss- og trikkeførere;83;Transportarbeidere og operatører av mobile maskiner mv.;8;Prosess- og maskinoperatører, transportarbeidere mv.;;;;;
8341;Jordbruks- og skogbruksmaskinførere;834;Operatører av mobile maskiner mv.;83;Transportarbeidere og operatører av mobile maskiner mv.;8;Prosess- og maskinoperatører, transportarbeidere mv.;;;;;
8342;Anleggsmaskinførere;834;Operatører av mobile maskiner mv.;83;Transportarbeidere og operatører av mobile maskiner mv.;8;Prosess- og maskinoperatører, transportarbeidere mv.;;;;;
8343;Kran- og heisførere mv.;834;Operatører av mobile maskiner mv.;83;Transportarbeidere og operatører av mobile maskiner mv.;8;Prosess- og maskinoperatører, transportarbeidere mv.;;;;;
8344;Truckførere;834;Operatører av mobile maskiner mv.;83;Transportarbeidere og operatører av mobile maskiner mv.;8;Prosess- og maskinoperatører, transportarbeidere mv.;;;;;
8350;Dekks- og maskinmannskap (skip);835;Dekks- og maskinmannskap (skip);83;Transportarbeidere og operatører av mobile maskiner mv.;8;Prosess- og maskinoperatører, transportarbeidere mv.;;;;;
9111;Renholdere i private hjem;911;Renholdere;91;Renholdere mv.;9;Renholdere, hjelpearbeidere mv.;;;;;
9112;Renholdere i virksomheter;911;Renholdere;91;Renholdere mv.;9;Renholdere, hjelpearbeidere mv.;;;;;
9122;Bilvaskere;912;Bilvaskere, vinduspussere mv.;91;Renholdere mv.;9;Renholdere, hjelpearbeidere mv.;;;;;
9123;Vinduspussere;912;Bilvaskere, vinduspussere mv.;91;Renholdere mv.;9;Renholdere, hjelpearbeidere mv.;;;;;
9129;Andre rengjørere;912;Bilvaskere, vinduspussere mv.;91;Renholdere mv.;9;Renholdere, hjelpearbeidere mv.;;;;;
9211;Hjelpearbeidere i nyttevekstproduksjon;921;Hjelpearbeidere i jordbruk, skogbruk og fiske;92;Hjelpearbeidere i jordbruk, skogbruk og fiske;9;Renholdere, hjelpearbeidere mv.;;;;;
9212;Hjelpearbeidere i husdyrproduksjon;921;Hjelpearbeidere i jordbruk, skogbruk og fiske;92;Hjelpearbeidere i jordbruk, skogbruk og fiske;9;Renholdere, hjelpearbeidere mv.;;;;;
9213;Hjelpearbeidere i kombinasjonsbruk;921;Hjelpearbeidere i jordbruk, skogbruk og fiske;92;Hjelpearbeidere i jordbruk, skogbruk og fiske;9;Renholdere, hjelpearbeidere mv.;;;;;
9214;Hjelpearbeidere i gartneri mv.;921;Hjelpearbeidere i jordbruk, skogbruk og fiske;92;Hjelpearbeidere i jordbruk, skogbruk og fiske;9;Renholdere, hjelpearbeidere mv.;;;;;
9215;Hjelpearbeidere i skogbruk;921;Hjelpearbeidere i jordbruk, skogbruk og fiske;92;Hjelpearbeidere i jordbruk, skogbruk og fiske;9;Renholdere, hjelpearbeidere mv.;;;;;
9216;Hjelpearbeidere innen havbruk;921;Hjelpearbeidere i jordbruk, skogbruk og fiske;92;Hjelpearbeidere i jordbruk, skogbruk og fiske;9;Renholdere, hjelpearbeidere mv.;;;;;
9311;Hjelpearbeidere i bergverk;931;Hjelpearbeidere i bergverk, bygg og anlegg;93;Hjelpearbeidere i bergverk, industri, bygg og anlegg og transport;9;Renholdere, hjelpearbeidere mv.;;;;;
9312;Hjelpearbeidere i anlegg;931;Hjelpearbeidere i bergverk, bygg og anlegg;93;Hjelpearbeidere i bergverk, industri, bygg og anlegg og transport;9;Renholdere, hjelpearbeidere mv.;;;;;
9313;Hjelpearbeidere i bygg;931;Hjelpearbeidere i bergverk, bygg og anlegg;93;Hjelpearbeidere i bergverk, industri, bygg og anlegg og transport;9;Renholdere, hjelpearbeidere mv.;;;;;
9321;Håndpakkere mv.;932;Hjelpearbeidere i industri;93;Hjelpearbeidere i bergverk, industri, bygg og anlegg og transport;9;Renholdere, hjelpearbeidere mv.;;;;;
9329;Andre hjelpearbeidere i industri;932;Hjelpearbeidere i industri;93;Hjelpearbeidere i bergverk, industri, bygg og anlegg og transport;9;Renholdere, hjelpearbeidere mv.;;;;;
9331;Førere av ikke-motorisert kjøretøy;933;Hjelpearbeidere innen transport og lager;93;Hjelpearbeidere i bergverk, industri, bygg og anlegg og transport;9;Renholdere, hjelpearbeidere mv.;;;;;
9333;Laste- og lossearbeidere;933;Hjelpearbeidere innen transport og lager;93;Hjelpearbeidere i bergverk, industri, bygg og anlegg og transport;9;Renholdere, hjelpearbeidere mv.;;;;;
9334;Varepåfyllere;933;Hjelpearbeidere innen transport og lager;93;Hjelpearbeidere i bergverk, industri, bygg og anlegg og transport;9;Renholdere, hjelpearbeidere mv.;;;;;
9412;Kjøkkenassistenter;941;Kjøkkenassistenter;94;Kjøkkenassistenter;9;Renholdere, hjelpearbeidere mv.;;;;;
9510;Reklamedistributører mv.;951;Reklamedistributører mv.;95;Reklamedistributører mv.;9;Renholdere, hjelpearbeidere mv.;;;;;
9611;Renovasjonsarbeidere;961;Renovasjons- og gjenvinningsarbeidere;96;Renovasjons- og gjenvinningsarbeidere mv.;9;Renholdere, hjelpearbeidere mv.;;;;;
9612;Gjenvinningsarbeidere;961;Renovasjons- og gjenvinningsarbeidere;96;Renovasjons- og gjenvinningsarbeidere mv.;9;Renholdere, hjelpearbeidere mv.;;;;;
9613;Gatefeiere mv.;961;Renovasjons- og gjenvinningsarbeidere;96;Renovasjons- og gjenvinningsarbeidere mv.;9;Renholdere, hjelpearbeidere mv.;;;;;
9621;Bud mv.;962;Andre hjelpearbeidere;96;Renovasjons- og gjenvinningsarbeidere mv.;9;Renholdere, hjelpearbeidere mv.;;;;;
9622;Altmuligmann;962;Andre hjelpearbeidere;96;Renovasjons- og gjenvinningsarbeidere mv.;9;Renholdere, hjelpearbeidere mv.;;;;;
9623;Måleravlesere mv.;962;Andre hjelpearbeidere;96;Renovasjons- og gjenvinningsarbeidere mv.;9;Renholdere, hjelpearbeidere mv.;;;;;
9629;Andre hjelpearbeidere;962;Andre hjelpearbeidere;96;Renovasjons- og gjenvinningsarbeidere mv.;9;Renholdere, hjelpearbeidere mv.;;;;;
